path	state	category	tracked	lines	notes
.minimax/skills/minimax-docx/blueprints/Blueprint.cs	review-pending	human	tracked	1328	
.minimax/skills/minimax-docx/blueprints/DocumentFoundry.csproj	review-pending	human	tracked	16	
.minimax/skills/minimax-docx/blueprints/Folio.cs	review-pending	human	tracked	1876	
.minimax/skills/minimax-docx/blueprints/Launcher.cs	review-pending	human	tracked	6	
.minimax/skills/minimax-docx/blueprints/Palettes.cs	review-pending	human	tracked	558	
.minimax/skills/minimax-docx/diagnostics/__init__.py	review-pending	human	tracked	7	
.minimax/skills/minimax-docx/diagnostics/compiler.py	review-pending	human	tracked	270	
.minimax/skills/minimax-docx/docx_engine.py	review-pending	human	tracked	654	
.minimax/skills/minimax-docx/engine/__init__.py	review-pending	human	tracked	3	
.minimax/skills/minimax-docx/engine/diagrams.py	review-pending	human	tracked	284	
.minimax/skills/minimax-docx/engine/inspector.py	review-pending	human	tracked	109	
.minimax/skills/minimax-docx/engine/lib/__init__.py	review-pending	human	tracked	71	
.minimax/skills/minimax-docx/engine/lib/conformance.py	review-pending	human	tracked	277	
.minimax/skills/minimax-docx/engine/lib/xmlns.py	review-pending	human	tracked	67	
.minimax/skills/minimax-docx/packaging/__init__.py	review-pending	human	tracked	7	
.minimax/skills/minimax-docx/packaging/opc.py	review-pending	human	tracked	201	
.minimax/skills/minimax-docx/quality/__init__.py	review-pending	human	tracked	14	
.minimax/skills/minimax-docx/quality/auditor.py	review-pending	human	tracked	377	
.minimax/skills/minimax-docx/quality/findings.py	review-pending	human	tracked	54	
.minimax/skills/minimax-docx/quality/rules.py	review-pending	human	tracked	431	
.minimax/skills/minimax-docx/schema/__init__.py	review-pending	human	tracked	7	
.minimax/skills/minimax-docx/schema/ecma376_parser.py	review-pending	human	tracked	421	
.minimax/skills/minimax-docx/validator/DocumentFormat.OpenXml.Framework.dll	skip-binary	binary-asset	tracked		
.minimax/skills/minimax-docx/validator/DocumentFormat.OpenXml.dll	skip-binary	binary-asset	tracked		
.minimax/skills/minimax-docx/validator/DocxChecker	review-pending	human	tracked	149	
.minimax/skills/minimax-docx/validator/DocxChecker.deps.json	review-pending	human	tracked	77	
.minimax/skills/minimax-docx/validator/DocxChecker.dll	skip-binary	binary-asset	tracked		
.minimax/skills/minimax-docx/validator/DocxChecker.runtimeconfig.json	review-pending	human	tracked	13	
.minimax/skills/minimax-docx/validator/System.IO.Packaging.dll	skip-binary	binary-asset	tracked		
.minimax/skills/minimax-docx/visuals/__init__.py	review-pending	human	tracked	14	
.minimax/skills/minimax-docx/visuals/backdrops.py	review-pending	human	tracked	266	
.minimax/skills/minimax-docx/visuals/palettes.py	review-pending	human	tracked	669	
.minimax/skills/minimax-pdf/pdf_engine.py	review-pending	human	tracked	411	
.minimax/skills/minimax-xlsx/scripts/MiniMaxXlsx	review-pending	human	tracked		
.npmrc	review-pending	human	tracked	16	
.nvmrc	review-pending	human	tracked	1	
.opencode/index.ts	review-pending	human	tracked	52	
.opencode/opencode.json	review-pending	human	tracked	312	
.opencode/package.json	review-pending	human	tracked	49	
.opencode/plugins/ecc-hooks.ts	review-pending	human	tracked	442	
.opencode/plugins/index.ts	review-pending	human	tracked	12	
.opencode/prompts/agents/architect.txt	review-pending	human	tracked	46	
.opencode/prompts/agents/build-error-resolver.txt	review-pending	human	tracked	86	
.opencode/prompts/agents/code-reviewer.txt	review-pending	human	tracked	61	
.opencode/prompts/agents/database-reviewer.txt	review-pending	human	tracked	87	
.opencode/prompts/agents/doc-updater.txt	review-pending	human	tracked	57	
.opencode/prompts/agents/e2e-runner.txt	review-pending	human	tracked	75	
.opencode/prompts/agents/planner.txt	review-pending	human	tracked	60	
.opencode/prompts/agents/refactor-cleaner.txt	review-pending	human	tracked	69	
.opencode/prompts/agents/rust-build-resolver.txt	review-pending	human	tracked	120	
.opencode/prompts/agents/rust-reviewer.txt	review-pending	human	tracked	95	
.opencode/prompts/agents/security-reviewer.txt	review-pending	human	tracked	62	
.opencode/prompts/agents/tdd-guide.txt	review-pending	human	tracked	88	
.opencode/tools/check-coverage.ts	review-pending	human	tracked	174	
.opencode/tools/format-code.ts	review-pending	human	tracked	67	
.opencode/tools/git-summary.ts	review-pending	human	tracked	54	
.opencode/tools/index.ts	review-pending	human	tracked	14	
.opencode/tools/lint-check.ts	review-pending	human	tracked	71	
.opencode/tools/run-tests.ts	review-pending	human	tracked	115	
.opencode/tools/security-audit.ts	review-pending	human	tracked	304	
.opencode/tsconfig.json	review-pending	human	tracked	22	
.playwright-mcp/app-loaded-successfully.png	skip-binary	binary-asset	tracked		
.playwright-mcp/homepage-screenshot.png	skip-binary	binary-asset	tracked		
.playwright-mcp/pricing_page.png	skip-binary	binary-asset	tracked		
.prettierignore	review-pending	human	tracked	8	
.prettierrc.json	review-pending	human	tracked	9	
.superpowers/brainstorm/89307-1774417930/.events	review-pending	human	tracked	1	
.superpowers/brainstorm/89307-1774417930/.server-stopped	review-pending	human	tracked	1	
.superpowers/brainstorm/89307-1774417930/comparison.html	review-pending	human	tracked	444	
.superpowers/brainstorm/89307-1774417930/perplexity-style.html	review-pending	human	tracked	423	
.tmp_capture/capture_demo_plan.txt	review-pending	human	tracked	2	
.vercelignore	review-pending	human	tracked	104	
.vscode/settings.json	review-pending	human	tracked	3	
AGENTS.md	review-pending	human	tracked	178	
AGIWORKFORCE_IMPLEMENTATION_LOG.md	review-pending	human	tracked	849	
AGI_WORKFORCE.md	review-pending	human	tracked	1010	
AUDIT_LOG.md	review-pending	human	tracked	763	
BUILD.md	review-pending	human	tracked	162	
CHANGELOG.md	review-pending	human	tracked	777	
CLAUDE.md	review-pending	human	tracked	178	
CONTRIBUTING.md	review-pending	human	tracked	7	
Cargo.lock	review-by-tooling	lockfile	tracked	16167	
Cargo.toml	review-pending	human	tracked	84	
LICENSE	review-pending	human	tracked	11	
MASTER_PLAN.md	review-pending	human	tracked	1982	
README.md	review-pending	human	tracked	137	
REFERENCE_INDEX.md	review-pending	human	tracked	1324	
REFERENCE_STRUCTURE.md	review-pending	human	tracked	223	
THIRD_PARTY_LICENSES.md	review-pending	human	tracked	76	
_archive/team-status-snapshots/phase6-vscode-supervisor-status.md	review-pending	human	tracked	45	
app.json	review-pending	human	tracked	5	
apps/cli/ARCHITECTURE.md	review-pending	human	tracked	596	
apps/cli/Cargo.toml	review-pending	human	tracked	109	
apps/cli/README.md	review-pending	human	tracked	212	
apps/cli/npm/README.md	review-pending	human	tracked	124	
apps/cli/npm/bin/agiworkforce.js	review-pending	human	tracked	97	
apps/cli/npm/package.json	review-pending	human	tracked	55	
apps/cli/scripts/demo.sh	review-pending	human	tracked	56	
apps/cli/src/SHAPE.md	review-pending	human	tracked	61	
apps/cli/src/a2a_ws.rs	review-pending	human	tracked	284	
apps/cli/src/agent/chat.rs	review-pending	human	tracked	1168	
apps/cli/src/agent/executor.rs	review-pending	human	tracked	121	
apps/cli/src/agent/history.rs	review-pending	human	tracked	97	
apps/cli/src/agent/mod.rs	review-pending	human	tracked	881	
apps/cli/src/agent/prompt.rs	review-pending	human	tracked	127	
apps/cli/src/agent/tools.rs	review-pending	human	tracked	92	
apps/cli/src/agent_events.rs	review-pending	human	tracked	178	
apps/cli/src/agents.rs	review-pending	human	tracked	464	
apps/cli/src/app_server.rs	review-pending	human	tracked	236	
apps/cli/src/apply_patch.rs	review-pending	human	tracked	291	
apps/cli/src/auth.rs	review-pending	human	tracked	1429	
apps/cli/src/auth_oauth.rs	review-pending	human	tracked	340	
apps/cli/src/cli_options.rs	review-pending	human	tracked	86	
apps/cli/src/cloud.rs	review-pending	human	tracked	151	
apps/cli/src/command_registry.rs	review-pending	human	tracked	680	
apps/cli/src/compaction.rs	review-pending	human	tracked	1235	
apps/cli/src/config.rs	review-pending	human	tracked	1410	
apps/cli/src/context.rs	review-pending	human	tracked	1198	
apps/cli/src/conversations.rs	review-pending	human	tracked	772	
apps/cli/src/cost_ledger.rs	review-pending	human	tracked	238	
apps/cli/src/daemon.rs	review-pending	human	tracked	1312	
apps/cli/src/data/mod.rs	review-pending	human	tracked	8	
apps/cli/src/design_system.rs	review-pending	human	tracked	405	
apps/cli/src/ecosystem.rs	review-pending	human	tracked	982	
apps/cli/src/errors.rs	review-pending	human	tracked	929	
apps/cli/src/exec_policy.rs	review-pending	human	tracked	220	
apps/cli/src/features/a2a/client.rs	review-pending	human	tracked	168	
apps/cli/src/features/a2a/jsonrpc.rs	review-pending	human	tracked	305	
apps/cli/src/features/a2a/mod.rs	review-pending	human	tracked	530	
apps/cli/src/features/a2a/protocol.rs	review-pending	human	tracked	159	
apps/cli/src/features/a2a/registry.rs	review-pending	human	tracked	144	
apps/cli/src/features/a2a/security.rs	review-pending	human	tracked	103	
apps/cli/src/features/a2a/server.rs	review-pending	human	tracked	431	
apps/cli/src/features/exec/mod.rs	review-pending	human	tracked	16	
apps/cli/src/features/exec/tools/bash.rs	review-pending	human	tracked	167	
apps/cli/src/features/exec/tools/common.rs	review-pending	human	tracked	317	
apps/cli/src/features/exec/tools/dir_ops.rs	review-pending	human	tracked	359	
apps/cli/src/features/exec/tools/file_ops.rs	review-pending	human	tracked	623	
apps/cli/src/features/exec/tools/git.rs	review-pending	human	tracked	81	
apps/cli/src/features/exec/tools/mod.rs	review-pending	human	tracked	894	
apps/cli/src/features/exec/tools/task_registry.rs	review-pending	human	tracked	653	
apps/cli/src/features/exec/tools/web.rs	review-pending	human	tracked	383	
apps/cli/src/features/hooks/hooks.rs	review-pending	human	tracked	1946	
apps/cli/src/features/hooks/mod.rs	review-pending	human	tracked	14	
apps/cli/src/features/mcp/mod.rs	review-pending	human	tracked	7	
apps/cli/src/features/mod.rs	review-pending	human	tracked	24	
apps/cli/src/features/plan/mod.rs	review-pending	human	tracked	11	
apps/cli/src/features/plan/plan_mode.rs	review-pending	human	tracked	128	
apps/cli/src/features/plugins/mod.rs	review-pending	human	tracked	17	
apps/cli/src/features/plugins/plugins.rs	review-pending	human	tracked	796	
apps/cli/src/features/providers/mod.rs	review-pending	human	tracked	8	
apps/cli/src/features/repl/mod.rs	review-pending	human	tracked	7	
apps/cli/src/features/session/mod.rs	review-pending	human	tracked	7	
apps/cli/src/features/tui/mod.rs	review-pending	human	tracked	8	
apps/cli/src/init.rs	review-pending	human	tracked	271	
apps/cli/src/lib.rs	review-pending	human	tracked	2442	
apps/cli/src/main.rs	review-pending	human	tracked	8	
apps/cli/src/markdown.rs	review-pending	human	tracked	1209	
apps/cli/src/marketplace.rs	review-pending	human	tracked	794	
apps/cli/src/mcp/connection_pool.rs	review-pending	human	tracked	135	
apps/cli/src/mcp/elicitation.rs	review-pending	human	tracked	359	
apps/cli/src/mcp/http.rs	review-pending	human	tracked	556	
apps/cli/src/mcp/mod.rs	review-pending	human	tracked	1895	
apps/cli/src/mcp/oauth_flow.rs	review-pending	human	tracked	1048	
apps/cli/src/mcp/oauth_store.rs	review-pending	human	tracked	379	
apps/cli/src/mcp/resources.rs	review-pending	human	tracked	73	
apps/cli/src/mcp/sse.rs	review-pending	human	tracked	173	
apps/cli/src/mcp/status.rs	review-pending	human	tracked	82	
apps/cli/src/mcp/tui_handler.rs	review-pending	human	tracked	204	
apps/cli/src/memory.rs	review-pending	human	tracked	871	
apps/cli/src/memory_pipeline.rs	review-pending	human	tracked	636	
apps/cli/src/message_queue.rs	review-pending	human	tracked	495	
apps/cli/src/model_catalog.rs	review-pending	human	tracked	1758	
apps/cli/src/models/mod.rs	review-pending	human	tracked	291	
apps/cli/src/models/provider_dispatch.rs	review-pending	human	tracked	573	
apps/cli/src/models/serialization.rs	review-pending	human	tracked	171	
apps/cli/src/models/streaming.rs	review-pending	human	tracked	1618	
apps/cli/src/models_cache.rs	review-pending	human	tracked	43	
apps/cli/src/notebook_edit.rs	review-pending	human	tracked	339	
apps/cli/src/oauth.rs	review-pending	human	tracked	448	
apps/cli/src/onboarding.rs	review-pending	human	tracked	757	
apps/cli/src/output.rs	review-pending	human	tracked	911	
apps/cli/src/output_styles.rs	review-pending	human	tracked	142	
apps/cli/src/output_styles/explanatory.md	review-pending	human	tracked	15	
apps/cli/src/output_styles/learning.md	review-pending	human	tracked	18	
apps/cli/src/permissions.rs	review-pending	human	tracked	336	
apps/cli/src/platform/lsp/client.rs	review-pending	human	tracked	162	
apps/cli/src/platform/lsp/mod.rs	review-pending	human	tracked	46	
apps/cli/src/platform/lsp/types.rs	review-pending	human	tracked	146	
apps/cli/src/platform/mod.rs	review-pending	human	tracked	24	
apps/cli/src/platform/policy/engine.rs	review-pending	human	tracked	263	
apps/cli/src/platform/policy/linux_sandbox.rs	review-pending	human	tracked	247	
apps/cli/src/platform/policy/macos_sandbox.rs	review-pending	human	tracked	206	
apps/cli/src/platform/policy/mod.rs	review-pending	human	tracked	19	
apps/cli/src/platform/policy/windows_sandbox.rs	review-pending	human	tracked	135	
apps/cli/src/platform/runtime/advisor.rs	review-pending	human	tracked	157	
apps/cli/src/platform/runtime/mod.rs	review-pending	human	tracked	5	
apps/cli/src/platform/runtime/session.rs	review-pending	human	tracked	374	
apps/cli/src/platform/runtime/session_control.rs	review-pending	human	tracked	451	
apps/cli/src/platform/runtime/tool_catalog.rs	review-pending	human	tracked	884	
apps/cli/src/platform/runtime/tool_distillation.rs	review-pending	human	tracked	177	
apps/cli/src/platform/runtime/worktree.rs	review-pending	human	tracked	164	
apps/cli/src/powershell_tool.rs	review-pending	human	tracked	322	
apps/cli/src/project_registry.rs	review-pending	human	tracked	264	
apps/cli/src/project_scope.rs	review-pending	human	tracked	61	
apps/cli/src/prompt_for_init_command.md	review-pending	human	tracked	40	
apps/cli/src/provider.rs	review-pending	human	tracked	854	
apps/cli/src/repl/dialogs.rs	review-pending	human	tracked	128	
apps/cli/src/repl/mod.rs	review-pending	human	tracked	571	
apps/cli/src/repl/registry.rs	review-pending	human	tracked	874	
apps/cli/src/repl/slash_commands.rs	review-pending	human	tracked	546	
apps/cli/src/review.rs	review-pending	human	tracked	146	
apps/cli/src/routing/fallback.rs	review-pending	human	tracked	140	
apps/cli/src/routing/mod.rs	review-pending	human	tracked	13	
apps/cli/src/routing/strategy.rs	review-pending	human	tracked	188	
apps/cli/src/safety/approval.rs	review-pending	human	tracked	213	
apps/cli/src/safety/dangerous_commands.rs	review-pending	human	tracked	155	
apps/cli/src/safety/mod.rs	review-pending	human	tracked	1151	
apps/cli/src/sandbox.rs	review-pending	human	tracked	517	
apps/cli/src/sdk_io/mod.rs	review-pending	human	tracked	31	
apps/cli/src/sdk_io/ndjson.rs	review-pending	human	tracked	109	
apps/cli/src/sdk_io/protocol.rs	review-pending	human	tracked	238	
apps/cli/src/sdk_io/stdin_reader.rs	review-pending	human	tracked	146	
apps/cli/src/sessions.rs	review-pending	human	tracked	870	
apps/cli/src/shell_snapshot.rs	review-pending	human	tracked	60	
apps/cli/src/skill_learner.rs	review-pending	human	tracked	617	
apps/cli/src/skills.rs	review-pending	human	tracked	917	
apps/cli/src/subagent.rs	review-pending	human	tracked	590	
apps/cli/src/subagent_v2.rs	review-pending	human	tracked	670	
apps/cli/src/sync.rs	review-pending	human	tracked	705	
apps/cli/src/teams.rs	review-pending	human	tracked	783	
apps/cli/src/tier_cache.rs	review-pending	human	tracked	513	
apps/cli/src/tool_search.rs	review-pending	human	tracked	447	
apps/cli/src/tooltips.txt	review-pending	human	tracked	24	
apps/cli/src/tui/additional_dirs.rs	review-pending	human	tracked	83	
apps/cli/src/tui/app.rs	review-pending	human	tracked	6987	
apps/cli/src/tui/app/agent_navigation.rs	review-pending	human	tracked	331	
apps/cli/src/tui/app/config.rs	review-pending	human	tracked	383	
apps/cli/src/tui/app/model_migration.rs	review-pending	human	tracked	250	
apps/cli/src/tui/app/pending_interactive_replay.rs	review-pending	human	tracked	726	
apps/cli/src/tui/app/plugin_io.rs	review-pending	human	tracked	347	
apps/cli/src/tui/app/state_machine.rs	review-pending	human	tracked	170	
apps/cli/src/tui/app/status.rs	review-pending	human	tracked	80	
apps/cli/src/tui/app/thread_event_store.rs	review-pending	human	tracked	163	
apps/cli/src/tui/app_backtrack.rs	review-pending	human	tracked	837	
apps/cli/src/tui/app_event.rs	review-pending	human	tracked	579	
apps/cli/src/tui/app_event_sender.rs	review-pending	human	tracked	28	
apps/cli/src/tui/ascii_animation.rs	review-pending	human	tracked	111	
apps/cli/src/tui/audio_device.rs	review-pending	human	tracked	176	
apps/cli/src/tui/bottom_pane/app_link_view.rs	review-pending	human	tracked	944	
apps/cli/src/tui/bottom_pane/approval_overlay.rs	review-pending	human	tracked	1556	
apps/cli/src/tui/bottom_pane/bottom_pane_view.rs	review-pending	human	tracked	90	
apps/cli/src/tui/bottom_pane/chat_composer.rs	review-pending	human	tracked	6073	
apps/cli/src/tui/bottom_pane/chat_composer_history.rs	review-pending	human	tracked	426	
apps/cli/src/tui/bottom_pane/chat_composer_voice.rs	review-pending	human	tracked	298	
apps/cli/src/tui/bottom_pane/command_popup.rs	review-pending	human	tracked	656	
apps/cli/src/tui/bottom_pane/composer/completion.rs	review-pending	human	tracked	495	
apps/cli/src/tui/bottom_pane/composer/key_handling.rs	review-pending	human	tracked	1767	
apps/cli/src/tui/bottom_pane/composer/mod.rs	review-pending	human	tracked	6	
apps/cli/src/tui/bottom_pane/composer/paste.rs	review-pending	human	tracked	183	
apps/cli/src/tui/bottom_pane/composer/render.rs	review-pending	human	tracked	359	
apps/cli/src/tui/bottom_pane/composer/state.rs	review-pending	human	tracked	625	
apps/cli/src/tui/bottom_pane/composer/text_ops.rs	review-pending	human	tracked	237	
apps/cli/src/tui/bottom_pane/custom_prompt_view.rs	review-pending	human	tracked	247	
apps/cli/src/tui/bottom_pane/experimental_features_view.rs	review-pending	human	tracked	300	
apps/cli/src/tui/bottom_pane/feedback_view.rs	review-pending	human	tracked	777	
apps/cli/src/tui/bottom_pane/file_search_popup.rs	review-pending	human	tracked	184	
apps/cli/src/tui/bottom_pane/footer.rs	review-pending	human	tracked	1742	
apps/cli/src/tui/bottom_pane/list_selection_view.rs	review-pending	human	tracked	1838	
apps/cli/src/tui/bottom_pane/mcp_server_elicitation.rs	review-pending	human	tracked	2439	
apps/cli/src/tui/bottom_pane/mod.rs	review-pending	human	tracked	1999	
apps/cli/src/tui/bottom_pane/multi_select_picker.rs	review-pending	human	tracked	795	
apps/cli/src/tui/bottom_pane/paste_burst.rs	review-pending	human	tracked	572	
apps/cli/src/tui/bottom_pane/pending_input_preview.rs	review-pending	human	tracked	366	
apps/cli/src/tui/bottom_pane/pending_thread_approvals.rs	review-pending	human	tracked	147	
apps/cli/src/tui/bottom_pane/popup_consts.rs	review-pending	human	tracked	21	
apps/cli/src/tui/bottom_pane/prompt_args.rs	review-pending	human	tracked	854	
apps/cli/src/tui/bottom_pane/request_user_input/layout.rs	review-pending	human	tracked	363	
apps/cli/src/tui/bottom_pane/request_user_input/mod.rs	review-pending	human	tracked	2924	
apps/cli/src/tui/bottom_pane/request_user_input/render.rs	review-pending	human	tracked	582	
apps/cli/src/tui/bottom_pane/request_user_input/snapshots/codex_tui__bottom_pane__request_user_input__tests__request_user_input_footer_wrap.snap	review-by-tests	snapshot	tracked	15	
apps/cli/src/tui/bottom_pane/request_user_input/snapshots/codex_tui__bottom_pane__request_user_input__tests__request_user_input_freeform.snap	review-by-tests	snapshot	tracked	13	
apps/cli/src/tui/bottom_pane/request_user_input/snapshots/codex_tui__bottom_pane__request_user_input__tests__request_user_input_hidden_options_footer.snap	review-by-tests	snapshot	tracked	13	
apps/cli/src/tui/bottom_pane/request_user_input/snapshots/codex_tui__bottom_pane__request_user_input__tests__request_user_input_long_option_text.snap	review-by-tests	snapshot	tracked	17	
apps/cli/src/tui/bottom_pane/request_user_input/snapshots/codex_tui__bottom_pane__request_user_input__tests__request_user_input_multi_question_first.snap	review-by-tests	snapshot	tracked	14	
apps/cli/src/tui/bottom_pane/request_user_input/snapshots/codex_tui__bottom_pane__request_user_input__tests__request_user_input_multi_question_last.snap	review-by-tests	snapshot	tracked	16	
apps/cli/src/tui/bottom_pane/request_user_input/snapshots/codex_tui__bottom_pane__request_user_input__tests__request_user_input_options.snap	review-by-tests	snapshot	tracked	13	
apps/cli/src/tui/bottom_pane/request_user_input/snapshots/codex_tui__bottom_pane__request_user_input__tests__request_user_input_options_notes_visible.snap	review-by-tests	snapshot	tracked	20	
apps/cli/src/tui/bottom_pane/request_user_input/snapshots/codex_tui__bottom_pane__request_user_input__tests__request_user_input_scrolling_options.snap	review-by-tests	snapshot	tracked	15	
apps/cli/src/tui/bottom_pane/request_user_input/snapshots/codex_tui__bottom_pane__request_user_input__tests__request_user_input_tight_height.snap	review-by-tests	snapshot	tracked	13	
apps/cli/src/tui/bottom_pane/request_user_input/snapshots/codex_tui__bottom_pane__request_user_input__tests__request_user_input_unanswered_confirmation.snap	review-by-tests	snapshot	tracked	15	
apps/cli/src/tui/bottom_pane/request_user_input/snapshots/codex_tui__bottom_pane__request_user_input__tests__request_user_input_wrapped_options.snap	review-by-tests	snapshot	tracked	13	
apps/cli/src/tui/bottom_pane/scroll_state.rs	review-pending	human	tracked	115	
apps/cli/src/tui/bottom_pane/selection_popup_common.rs	review-pending	human	tracked	869	
apps/cli/src/tui/bottom_pane/skill_popup.rs	review-pending	human	tracked	272	
apps/cli/src/tui/bottom_pane/skills_toggle_view.rs	review-pending	human	tracked	437	
apps/cli/src/tui/bottom_pane/slash_commands.rs	review-pending	human	tracked	135	
apps/cli/src/tui/bottom_pane/snapshots/codex_tui__bottom_pane__app_link_view__tests__app_link_view_enable_suggestion_with_reason.snap	review-by-tests	snapshot	tracked	20	
apps/cli/src/tui/bottom_pane/snapshots/codex_tui__bottom_pane__app_link_view__tests__app_link_view_install_suggestion_with_reason.snap	review-by-tests	snapshot	tracked	18	
apps/cli/src/tui/bottom_pane/snapshots/codex_tui__bottom_pane__approval_overlay__tests__approval_overlay_additional_permissions_macos_prompt.snap	review-by-tests	snapshot	tracked	18	
apps/cli/src/tui/bottom_pane/snapshots/codex_tui__bottom_pane__approval_overlay__tests__approval_overlay_additional_permissions_prompt.snap	review-by-tests	snapshot	tracked	17	
apps/cli/src/tui/bottom_pane/snapshots/codex_tui__bottom_pane__approval_overlay__tests__approval_overlay_cross_thread_prompt.snap	review-by-tests	snapshot	tracked	14	
apps/cli/src/tui/bottom_pane/snapshots/codex_tui__bottom_pane__approval_overlay__tests__approval_overlay_permissions_prompt.snap	review-by-tests	snapshot	tracked	16	
apps/cli/src/tui/bottom_pane/snapshots/codex_tui__bottom_pane__approval_overlay__tests__network_exec_prompt.snap	review-by-tests	snapshot	tracked	38	
apps/cli/src/tui/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__backspace_after_pastes.snap	review-by-tests	snapshot	tracked	14	
apps/cli/src/tui/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__empty.snap	review-by-tests	snapshot	tracked	14	
apps/cli/src/tui/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__footer_collapse_empty_full.snap	review-by-tests	snapshot	tracked	13	
apps/cli/src/tui/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__footer_collapse_empty_mode_cycle_with_context.snap	review-by-tests	snapshot	tracked	13	
apps/cli/src/tui/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__footer_collapse_empty_mode_cycle_without_context.snap	review-by-tests	snapshot	tracked	13	
